Database of representative transcript models for protein-coding genes in X. laevis and for the poly(A)-tail length standards.
Transcript models were curated from Unigene; the sequence of each transcript is provided in an accompanying file (Xenopus_whole_transcripts.txt).
Coordinates of each Xenopus gene are in reference to the corresponding sequence in Xenopus_whole_transcripts.txt.
UniqueID	GeneName	UniqueID	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
50417399	MGC78793 protein	50417399	+	0	1503	291	1305	1	0	1503,
80476961	similar to vitelliform macular dystrophy 2-like protein 1	80476961	+	0	1926	57	1596	1	0	1926,
80476975	PR domain containing 4	80476975	+	0	2946	147	2400	1	0	2946,
224922698	urpta-1 mRNA for up regulated post tail amputation-1 protein	224922698	+	0	1572	108	666	1	0	1572,
54038133	hypothetical LOC495198	54038133	+	0	1742	52	1429	1	0	1742,
49256008	MGC80920 protein	49256008	+	0	2144	30	555	1	0	2144,
54038570	orthodenticle homolog 5	54038570	+	0	2511	155	1028	1	0	2511,
33417179	hypothetical protein MGC69172	33417179	+	0	1099	141	909	1	0	1099,
50415395	cDNA clone MGC:82916 IMAGE:5513563	50415395	+	0	2541	93	1599	1	0	2541,
49115412	MGC80774 protein	49115412	+	0	4264	289	3997	1	0	4264,
609636	(clone: XTCAD-1) cadherin gene	609636	+	0	4098	100	2716	1	0	4098,
49115392	MGC80764 protein	49115392	+	0	3193	204	1485	1	0	3193,
80477515	cDNA clone MGC:130663 IMAGE:7768676	80477515	+	0	1071	68	827	1	0	1071,
32450262	hypothetical protein MGC64498	32450262	+	0	1429	32	830	1	0	1429,
110264570	Rho guanine nucleotide exchange factor 19 (XWGEF) mRNA	110264570	+	0	2593	21	2592	1	0	2593,
27695161	RNA binding protein	27695161	+	0	1088	55	970	1	0	1088,
50418077	pleckstrin homology domain containing	50418077	+	0	3441	93	747	1	0	3441,
49117052	MGC80284 protein	49117052	+	0	1301	186	1059	1	0	1301,
47125149	hypothetical protein MGC81338	47125149	+	0	2398	173	2012	1	0	2398,
57032992	hypothetical LOC496327	57032992	+	0	2721	50	1301	1	0	2721,
62821752	ESR1b mRNA for enhancer of split related protein 1b	62821752	+	0	1660	13	478	1	0	1660,
18916491	mRNA for Tiarin	18916491	+	0	1405	0	1404	1	0	1405,
50414984	DAZ interacting protein 1	50414984	+	0	4974	76	2530	1	0	4974,
163916339	cDNA clone MGC:180103 IMAGE:6948034	163916339	+	0	1277	36	516	1	0	1277,
55778648	hypothetical LOC495827	55778648	+	0	4804	139	2053	1	0	4804,
56788932	hypothetical LOC496223	56788932	+	0	1385	106	1333	1	0	1385,
46249479	hypothetical protein MGC81050	46249479	+	0	1393	126	1128	1	0	1393,
49115986	MGC83560 protein	49115986	+	0	2562	134	758	1	0	2562,
49116917	MGC83656 protein	49116917	+	0	1609	121	979	1	0	1609,
49114767	MGC79085 protein	49114767	+	0	1550	164	1211	1	0	1550,
37747677	hypothetical protein MGC68622	37747677	+	0	3060	82	2224	1	0	3060,
47682571	hypothetical protein MGC81318	47682571	+	0	2912	31	1120	1	0	2912,
54311208	hypothetical LOC495319	54311208	+	0	2286	42	1392	1	0	2286,
27503447	nucleolar GTPase	27503447	+	0	2272	94	2218	1	0	2272,
1002540	homeobox protein (XANF-2) mRNA	1002540	+	0	808	26	578	1	0	808,
52430469	cardiac troponin C	52430469	+	0	1552	35	521	1	0	1552,
57032770	hypothetical LOC496310	57032770	+	0	1429	57	1224	1	0	1429,
215276389	sprouty 1 mRNA	215276389	+	0	1085	56	1016	1	0	1085,
78675504	Sox4-2 mRNA for transcription factor Sox4-2	78675504	+	0	3816	483	1617	1	0	3816,
50603754	guanylate kinase 1	50603754	+	0	1555	11	608	1	0	1555,
120538258	hypothetical protein LOC100036892	120538258	+	0	2946	120	2106	1	0	2946,
169642422	forkhead activin signal transducer 1	169642422	+	0	3707	174	1731	1	0	3707,
56269544	Nucleoside diphosphate-linked moiety X motif 19	56269544	+	0	1303	93	1236	1	0	1303,
44890634	activin receptor	44890634	+	0	4745	183	1728	1	0	4745,
54647599	hypothetical LOC495441	54647599	+	0	3191	276	2487	1	0	3191,
313747274	FGK mRNA for fin and gill-specific type-1 keratin	313747274	+	0	1624	48	1323	1	0	1624,
12719455	bZIP transcription factor L-Maf (maf) mRNA	12719455	+	0	2262	85	889	1	0	2262,
47940000	hypothetical protein MGC83548	47940000	+	0	3085	127	1555	1	0	3085,
4324416	Smad10 (Smad10) mRNA	4324416	+	0	2880	257	2045	1	0	2880,
27882616	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator)	27882616	+	0	1317	44	941	1	0	1317,
68534341	hypothetical protein MGC114996	68534341	+	0	5457	422	4220	1	0	5457,
56269193	Loss of heterozygosity 12 chromosomal region 1 protein homolog	56269193	+	0	1296	116	707	1	0	1296,
47122942	hypothetical protein MGC81323	47122942	+	0	1703	67	1420	1	0	1703,
157652609	clone A integrin-binding sialoprotein (IBSP) mRNA	157652609	+	0	1436	14	809	1	0	1436,
50417455	MGC80192 protein	50417455	+	0	2259	115	1432	1	0	2259,
63102088	hypothetical protein MGC99291	63102088	+	0	2831	58	2554	1	0	2831,
120538272	hypothetical protein LOC100036909	120538272	+	0	2245	131	1586	1	0	2245,
50603663	transmembrane 4 superfamily member 1	50603663	+	0	1404	13	655	1	0	1404,
62185692	hypothetical protein MGC115300	62185692	+	0	1246	187	1069	1	0	1246,
49118981	FIB	49118981	+	0	1608	64	1036	1	0	1608,
47940244	hypothetical protein MGC79069	47940244	+	0	1945	146	1241	1	0	1945,
48734801	MGC78940 protein	48734801	+	0	4114	28	1936	1	0	4114,
49116851	MGC80593 protein	49116851	+	0	1101	106	1024	1	0	1101,
49116676	MGC80991 protein	49116676	+	0	3575	74	2024	1	0	3575,
54038317	hypothetical LOC495245	54038317	+	0	1744	1	1036	1	0	1744,
49256483	MGC84269 protein	49256483	+	0	1641	26	1253	1	0	1641,
28302214	staufen	28302214	+	0	3155	28	2086	1	0	3155,
126631299	hypothetical protein LOC100049104	126631299	+	0	1165	214	1105	1	0	1165,
47506883	hypothetical protein MGC78846	47506883	+	0	3182	129	2448	1	0	3182,
51262031	MGC84739 protein	51262031	+	0	1128	69	354	1	0	1128,
50415456	hypothetical LOC494587	50415456	+	0	3858	67	556	1	0	3858,
52139142	hypothetical LOC494672	52139142	+	0	4016	94	2524	1	0	4016,
49256335	transmembrane protein 163	49256335	+	0	5793	209	1055	1	0	5793,
80477179	hypothetical protein MGC78960	80477179	+	0	2203	40	1900	1	0	2203,
38014767	hypothetical protein MGC68657	38014767	+	0	2889	205	2119	1	0	2889,
49256103	MGC82104 protein	49256103	+	0	2924	54	984	1	0	2924,
50603726	translation elongation factor 2	50603726	+	0	2695	35	2588	1	0	2695,
46249501	hypothetical protein MGC81128	46249501	+	0	1362	95	917	1	0	1362,
57032741	hypothetical LOC496293	57032741	+	0	1874	184	1267	1	0	1874,
58701948	hypothetical protein MGC85182	58701948	+	0	1656	76	865	1	0	1656,
54038038	hypothetical LOC495114	54038038	+	0	5045	85	4066	1	0	5045,
148921642	xCAD2 protein	148921642	+	0	3079	125	917	1	0	3079,
50418264	MGC80612 protein	50418264	+	0	3121	177	2364	1	0	3121,
156572222	isolate 2 ionotropic glutamate receptor subunit NR2B (NR2B) mRNA	156572222	+	0	4445	97	4444	1	0	4445,
51703542	MGC84072 protein	51703542	+	0	1700	127	835	1	0	1700,
47506950	hypothetical protein MGC82321	47506950	+	0	1289	59	404	1	0	1289,
34785499	hypothetical protein MGC69124	34785499	+	0	3778	152	2894	1	0	3778,
52789220	protein of eukaryotic origin (2B780)-like	52789220	+	0	6369	3	1425	1	0	6369,
1490627	An4a mRNA	1490627	+	0	3113	72	2535	1	0	3113,
51895933	MGC81213 protein	51895933	+	0	4228	44	2951	1	0	4228,
63101477	tripartite motif-containing 62	63101477	+	0	3943	160	2062	1	0	3943,
57032585	Cysteine and tyrosine-rich protein 1	57032585	+	0	1081	260	719	1	0	1081,
27695003	hypothetical protein MGC53985	27695003	+	0	1636	64	1324	1	0	1636,
50924953	calcium/calmodulin-dependent kinase type II beta'-subunit	50924953	+	0	2569	359	1937	1	0	2569,
27695221	platelet derived growth factor receptor	27695221	+	0	6115	201	3465	1	0	6115,
28279442	hypothetical protein MGC53357	28279442	+	0	4517	125	2978	1	0	4517,
10834849	CCAAT box transcription factor p122 subunit (CBTF122) mRNA	10834849	+	0	3983	215	2906	1	0	3983,
148744490	hypothetical protein LOC100101300	148744490	+	0	2077	56	1568	1	0	2077,
16876480	matrix Gla protein (MGP) mRNA	16876480	+	0	689	108	423	1	0	689,
83318218	hypothetical protein MGC131161	83318218	+	0	1066	11	899	1	0	1066,
161612002	N-acetyltransferase Camello-like	161612002	+	0	1430	476	1136	1	0	1430,
148921638	hypothetical protein LOC100101332	148921638	+	0	1913	9	726	1	0	1913,
60648899	Protein phosphatase 1 regulatory subunit 3B-A	60648899	+	0	2994	308	1151	1	0	2994,
28981344	mg:bb02e05	28981344	+	0	1200	61	1063	1	0	1200,
76780139	hypothetical protein MGC131038	76780139	+	0	1454	333	1221	1	0	1454,
49256558	MGC82471 protein	49256558	+	0	667	15	294	1	0	667,
27696927	ARP2 actin-related protein 2 homolog (yeast)	27696927	+	0	2989	57	1242	1	0	2989,
27696340	glucocorticoid-induced leucine zipper	27696340	+	0	1576	153	567	1	0	1576,
165970400	hypothetical protein LOC100137711	165970400	+	0	1136	23	656	1	0	1136,
49118196	MGC80435 protein	49118196	+	0	1008	72	687	1	0	1008,
284180150	Friend of GATA (FOG) mRNA	284180150	+	0	3594	26	3587	1	0	3594,
54035257	hypothetical LOC494994	54035257	+	0	2189	100	1861	1	0	2189,
49256387	MGC84821 protein	49256387	+	0	1443	20	1280	1	0	1443,
49903419	excision repair cross-complementing rodent repair deficiency	49903419	+	0	4634	71	2765	1	0	4634,
115528244	hypothetical protein LOC100158347	115528244	+	0	2510	115	1684	1	0	2510,
38197330	hypothetical protein MGC68681	38197330	+	0	3362	64	1954	1	0	3362,
84105501	hypothetical protein MGC131123	84105501	+	0	2824	189	1494	1	0	2824,
38197310	hypothetical protein MGC68640	38197310	+	0	1485	121	1345	1	0	1485,
126631427	CPD photolyase-like	126631427	+	0	2719	107	1781	1	0	2719,
54648222	hypothetical LOC495478	54648222	+	0	1074	98	791	1	0	1074,
62740167	cone arrestin	62740167	+	0	1555	211	1261	1	0	1555,
49115376	MGC80748 protein	49115376	+	0	1199	232	1087	1	0	1199,
49523195	MGC82032 protein	49523195	+	0	1305	155	1241	1	0	1305,
47506871	hypothetical protein MGC78790	47506871	+	0	2821	85	1963	1	0	2821,
120538373	hypothetical protein LOC100036837	120538373	+	0	4561	275	1040	1	0	4561,
115527878	hypothetical protein LOC733299	115527878	+	0	2171	3	1911	1	0	2171,
27696879	similar to Fyn proto-oncogene	27696879	+	0	4507	130	1690	1	0	4507,
27552875	NEFA-interacting nuclear protein NIP30	27552875	+	0	1037	62	824	1	0	1037,
50415355	male germ cell-associated kinase	50415355	+	0	4694	307	2254	1	0	4694,
114107805	hypothetical protein MGC154308	114107805	+	0	1693	151	745	1	0	1693,
114108328	high-mobility group 20B	114108328	+	0	1542	167	1127	1	0	1542,
115528262	hypothetical protein LOC100158335	115528262	+	0	2881	289	2689	1	0	2881,
47682954	hypothetical protein MGC83902	47682954	+	0	2597	47	1841	1	0	2597,
51950013	MGC81931 protein	51950013	+	0	2569	196	2344	1	0	2569,
51873795	MGC85505 protein	51873795	+	0	1301	48	810	1	0	1301,
148745606	chloride channel ClC-3-like	148745606	+	0	2615	92	2468	1	0	2615,
49115111	MGC80416 protein	49115111	+	0	3689	138	3198	1	0	3689,
66910781	transmembrane protein 142A	66910781	+	0	1867	87	864	1	0	1867,
214665	peroxisome proliferator activated receptor beta (PPARb) mRNA	214665	+	0	1538	74	1265	1	0	1538,
27503890	sine oculis homeobox homolog 6 (Drosophila)	27503890	+	0	1236	56	791	1	0	1236,
55778683	hypothetical LOC495835	55778683	+	0	3064	333	1806	1	0	3064,
22854901	lipoprotein receptor-related protein 5 mRNA	22854901	+	0	6077	117	4935	1	0	6077,
237880772	cell division cycle associated 2 mRNA	237880772	+	0	3298	0	3297	1	0	3298,
49257875	XMAB21	49257875	+	0	2702	455	1535	1	0	2702,
46329805	hypothetical protein MGC81054	46329805	+	0	1629	31	532	1	0	1629,
45181428	dusty protein kinase mRNA	45181428	+	0	3266	15	2766	1	0	3266,
48734662	MGC83239 protein	48734662	+	0	2414	34	766	1	0	2414,
66910854	hypothetical protein MGC115632	66910854	+	0	1852	64	1501	1	0	1852,
49116894	MGC83661 protein	49116894	+	0	2289	29	1928	1	0	2289,
49116685	MGC80829 protein	49116685	+	0	2213	209	1976	1	0	2213,
5817539	Kv3.1 potassium channel mRNA	5817539	+	0	2047	51	1830	1	0	2047,
51703529	MGC83866 protein	51703529	+	0	2367	101	1136	1	0	2367,
37781638	SLC26A3 anion exchanger mRNA	37781638	+	0	2458	29	2396	1	0	2458,
27694835	ciliary neurotrophic factor receptor	27694835	+	0	1628	217	1408	1	0	1628,
161611726	hypothetical protein LOC414599	161611726	+	0	1267	160	1048	1	0	1267,
606873	deleted in colorectal cancer tumor suppressor (XDCCa) mRNA	606873	+	0	4847	440	4724	1	0	4847,
116487816	transforming	116487816	+	0	3028	257	2912	1	0	3028,
74231222	Mxi1 mRNA	74231222	+	0	2778	72	789	1	0	2778,
67677948	B2 keratin	67677948	+	0	1522	28	1393	1	0	1522,
51950062	MGC84401 protein	51950062	+	0	2273	46	712	1	0	2273,
32766613	calmodulin 2	32766613	+	0	1191	97	547	1	0	1191,
37994755	platelet-activating factor acetylhydrolase	37994755	+	0	1242	25	706	1	0	1242,
50416232	thromboxane A2 receptor	50416232	+	0	2550	367	1369	1	0	2550,
163916146	LIM domain binding protein 1	163916146	+	0	1664	518	1646	1	0	1664,
208609539	val mRNA for hypothetical nuclear protein val	208609539	+	0	1655	74	1439	1	0	1655,
62739312	hypothetical protein MGC115031	62739312	+	0	1993	62	611	1	0	1993,
126631279	hypothetical protein LOC100049093	126631279	+	0	2184	100	1459	1	0	2184,
122936383	cDNA clone MGC:160746 IMAGE:6959474	122936383	+	0	1754	12	798	1	0	1754,
51874072	MGC85488 protein	51874072	+	0	1224	37	994	1	0	1224,
28422718	similar to DnaJ (Hsp40) homolog	28422718	+	0	1555	71	1307	1	0	1555,
66911783	hypothetical protein MGC115544	66911783	+	0	2681	154	2509	1	0	2681,
51703552	MGC84241 protein	51703552	+	0	1960	161	746	1	0	1960,
49903985	actinin	49903985	+	0	3076	202	2893	1	0	3076,
37747697	hypothetical protein MGC68673	37747697	+	0	2087	271	1516	1	0	2087,
5163411	small Rho-like GTPase Rnd1 (Rnd1) mRNA	5163411	+	0	1808	87	786	1	0	1808,
148921626	hypothetical protein LOC100101321	148921626	+	0	2809	135	2397	1	0	2809,
50415528	F-box protein 3	50415528	+	0	2361	306	1656	1	0	2361,
83318323	S-phase kinase-associated protein 2	83318323	+	0	1755	35	1292	1	0	1755,
47717987	hypothetical protein MGC81277	47717987	+	0	4018	548	2417	1	0	4018,
56788979	UPF0573 protein B	56788979	+	0	942	90	558	1	0	942,
51258246	MGC81368 protein	51258246	+	0	2928	98	908	1	0	2928,
57032682	centrosomal protein 63kDa	57032682	+	0	2584	404	1976	1	0	2584,
169642705	hypothetical protein LOC100158278	169642705	+	0	2004	145	1126	1	0	2004,
52630452	ninein-like protein (Nlp) mRNA	52630452	+	0	7193	141	5652	1	0	7193,
38014461	hypothetical protein MGC68667	38014461	+	0	3525	86	929	1	0	3525,
49114933	MGC80144 protein	49114933	+	0	2307	215	1295	1	0	2307,
49256109	MGC82189 protein	49256109	+	0	1802	141	1572	1	0	1802,
50603703	MGC82811 protein	50603703	+	0	1445	1	985	1	0	1445,
37805204	hypothetical protein MGC68743	37805204	+	0	1752	82	862	1	0	1752,
50414804	glycoprotein	50414804	+	0	2315	309	1677	1	0	2315,
49522265	MGC83366 protein	49522265	+	0	3374	52	2671	1	0	3374,
118763687	hypothetical LOC495397	118763687	+	0	2490	67	2008	1	0	2490,
49899029	ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog	49899029	+	0	1590	160	604	1	0	1590,
6273775	frizzled-2 (xfz2) mRNA	6273775	+	0	2911	397	2053	1	0	2911,
56269546	hypothetical LOC495985	56269546	+	0	1634	42	1278	1	0	1634,
14422419	mRNA for xSox18alpha	14422419	+	0	2148	66	1158	1	0	2148,
62471582	hypothetical protein MGC114950	62471582	+	0	1985	44	1691	1	0	1985,
27694693	phosphoglycerate kinase 1	27694693	+	0	1755	60	1314	1	0	1755,
54038329	hypothetical LOC495212	54038329	+	0	1002	11	635	1	0	1002,
49257344	MGC82876 protein	49257344	+	0	1515	15	1137	1	0	1515,
66910985	hypothetical protein MGC115485	66910985	+	0	2123	91	811	1	0	2123,
7532814	homeobox transcription factor Six3 (Six3) mRNA	7532814	+	0	2299	121	997	1	0	2299,
116672741	isolate xZPK-A_20429 mitogen activated protein kinase kinase kinase 12 type A (Map3k12) mRNA	116672741	+	0	2851	338	2762	1	0	2851,
49118332	MGC80749 protein	49118332	+	0	3238	212	1265	1	0	3238,
74355066	hypothetical protein MGC114664	74355066	+	0	1638	104	1115	1	0	1638,
57033001	XRad51.1	57033001	+	0	2987	163	1174	1	0	2987,
51703933	MGC84306 protein	51703933	+	0	1899	106	646	1	0	1899,
52354763	hypothetical LOC494779	52354763	+	0	1314	109	784	1	0	1314,
47125119	hypothetical protein MGC80015	47125119	+	0	3247	129	1641	1	0	3247,
80476381	hypothetical protein MGC131001	80476381	+	0	2259	123	1410	1	0	2259,
49522170	MGC84404 protein	49522170	+	0	2137	113	401	1	0	2137,
120538068	hypothetical protein LOC100036989	120538068	+	0	966	17	443	1	0	966,
27694728	connexin 29	27694728	+	0	3293	127	874	1	0	3293,
38014500	hypothetical protein MGC68809	38014500	+	0	2060	78	399	1	0	2060,
47940316	hypothetical protein MGC83510	47940316	+	0	1831	160	1264	1	0	1831,
49115908	MGC82975 protein	49115908	+	0	1504	153	975	1	0	1504,
115528689	hypothetical protein LOC100158395	115528689	+	0	2005	68	1472	1	0	2005,
77748128	hypothetical protein MGC130886	77748128	+	0	854	40	706	1	0	854,
50370166	myelin basic protein kinase-like protein	50370166	+	0	1859	46	1132	1	0	1859,
158325149	leucine-rich repeats and immunoglobulin-like domains 3 (Lrig3) mRNA	158325149	+	0	3681	167	3491	1	0	3681,
116487691	hypothetical protein MGC154895	116487691	+	0	2102	346	844	1	0	2102,
76779581	hypothetical protein MGC131206	76779581	+	0	1472	72	1215	1	0	1472,
120538250	hypothetical protein LOC100036872	120538250	+	0	1634	51	1470	1	0	1634,
28302335	solute carrier family 30 (zinc transporter)	28302335	+	0	2624	152	1637	1	0	2624,
54035217	exonuclease ExoI	54035217	+	0	4434	56	2261	1	0	4434,
80477659	hypothetical protein MGC131111	80477659	+	0	1660	61	1162	1	0	1660,
197293709	fibroblast growth factor 10 mRNA	197293709	+	0	1376	305	1046	1	0	1376,
51703931	MGC84267 protein	51703931	+	0	1110	32	842	1	0	1110,
51873952	MGC85525 protein	51873952	+	0	1033	47	443	1	0	1033,
50414817	MGC80275 protein	50414817	+	0	2575	84	2451	1	0	2575,
50417429	dipeptidylpeptidase 3	50417429	+	0	2637	75	2268	1	0	2637,
115292117	hypothetical protein LOC445858	115292117	+	0	1404	49	808	1	0	1404,
28422436	Serum paraoxonase/arylesterase 2	28422436	+	0	1410	38	1112	1	0	1410,
66911617	hypothetical protein MGC115716	66911617	+	0	1525	169	1435	1	0	1525,
54038580	ATPase	54038580	+	0	2029	295	1444	1	0	2029,
49119524	myoblast determination protein 1 homolog B	49119524	+	0	1427	93	960	1	0	1427,
49903373	TANK-binding kinase 1	49903373	+	0	2819	84	2262	1	0	2819,
27696375	taube nuss	27696375	+	0	1575	378	1260	1	0	1575,
27370868	capping protein beta 1	27370868	+	0	1451	114	933	1	0	1451,
30060186	TRB-2 kinase mRNA	30060186	+	0	2137	614	1649	1	0	2137,
47939748	hypothetical protein MGC80330	47939748	+	0	2123	262	1885	1	0	2123,
52354616	hypothetical LOC494753	52354616	+	0	4994	303	2841	1	0	4994,
48735131	MGC82384 protein	48735131	+	0	2143	33	1596	1	0	2143,
47717997	hypothetical protein MGC82168	47717997	+	0	3501	8	2816	1	0	3501,
52789244	hypothetical LOC494853	52789244	+	0	1913	135	1749	1	0	1913,
51242982	growth factor GDF5 (gdf5) mRNA	51242982	+	0	1881	194	1679	1	0	1881,
115528264	hypothetical protein LOC100158344	115528264	+	0	2655	50	2039	1	0	2655,
76779726	hypothetical protein MGC130937	76779726	+	0	1211	124	817	1	0	1211,
214030	tyrosine phosphatase (cdc25C2) mRNA	214030	+	0	2312	236	1889	1	0	2312,
116063385	hypothetical protein MGC154917	116063385	+	0	1423	1	715	1	0	1423,
27469857	similar to calnexin	27469857	+	0	2814	78	1923	1	0	2814,
120538061	hypothetical protein LOC100036987	120538061	+	0	1384	10	517	1	0	1384,
47938763	chromosome 3 open reading frame 37	47938763	+	0	1993	178	1189	1	0	1993,
49523205	MGC82149 protein	49523205	+	0	2699	129	1275	1	0	2699,
62471580	mediator complex subunit 16	62471580	+	0	2780	218	2312	1	0	2780,
37590710	hypothetical protein MGC68923	37590710	+	0	5588	198	603	1	0	5588,
49903363	hypothetical protein LOC398539	49903363	+	0	8381	133	7378	1	0	8381,
159155362	hypothetical protein LOC100127264	159155362	+	0	2757	70	1453	1	0	2757,
58701950	hypothetical protein MGC85191	58701950	+	0	1645	68	839	1	0	1645,
54648589	hypothetical LOC495419	54648589	+	0	4130	158	1352	1	0	4130,
80477785	nuclear domain-10 protein NDP52	80477785	+	0	2839	44	1688	1	0	2839,
52354628	hypothetical LOC494767	52354628	+	0	4501	274	3166	1	0	4501,
76780371	hypothetical protein MGC131308	76780371	+	0	913	55	781	1	0	913,
49119228	MGC80565 protein	49119228	+	0	1562	309	1287	1	0	1562,
46249825	hypothetical protein MGC83131	46249825	+	0	3478	94	2962	1	0	3478,
120537981	hypothetical protein LOC100036896	120537981	+	0	2171	70	1303	1	0	2171,
50604027	Williams-Beuren syndrome chromosome region 1	50604027	+	0	2439	20	773	1	0	2439,
46249509	hypothetical protein MGC81142	46249509	+	0	1637	170	1106	1	0	1637,
23956587	T-box protein TBX20 mRNA	23956587	+	0	1742	267	1593	1	0	1742,
125859038	myelin basic protein	125859038	+	0	2006	5	536	1	0	2006,
32450625	hypothetical protein MGC64509	32450625	+	0	1835	45	1518	1	0	1835,
902062	Nkx-related protein (XNkx-2.3) mRNA	902062	+	0	1271	182	1190	1	0	1271,
163916105	hypothetical protein LOC100137628	163916105	+	0	1840	99	1734	1	0	1840,
54038348	hypothetical LOC495220	54038348	+	0	2656	55	2413	1	0	2656,
49115872	MGC82927 protein	49115872	+	0	2538	71	1370	1	0	2538,
46249656	hypothetical protein MGC83198	46249656	+	0	1290	178	1147	1	0	1290,
47506880	hypothetical protein MGC78844	47506880	+	0	2796	167	2291	1	0	2796,
56269888	hypothetical LOC495928	56269888	+	0	1112	480	858	1	0	1112,
163915556	zona pellucida glycoprotein homolog	163915556	+	0	1518	194	1325	1	0	1518,
58176532	urocortin 3 precursor	58176532	+	0	881	47	512	1	0	881,
34784675	Runt-related transcription factor 1	34784675	+	0	3888	205	1636	1	0	3888,
50417737	X-ray repair complementing defective repair in Chinese hamster cells 1	50417737	+	0	1947	92	1271	1	0	1947,
54038005	malic enzyme 2	54038005	+	0	2635	223	1975	1	0	2635,
49119396	MGC82580 protein	49119396	+	0	3253	114	2466	1	0	3253,
10719651	protein phosphatase-2A B'epsilon subunit mRNA	10719651	+	0	1405	0	1404	1	0	1405,
76779958	hypothetical protein MGC131058	76779958	+	0	1549	176	1175	1	0	1549,
1568644	RNA binding protein Etr-3 (etr-3) mRNA	1568644	+	0	1910	66	1683	1	0	1910,
32484317	histamine N-methyltransferase	32484317	+	0	1619	9	891	1	0	1619,
71679875	cDNA clone MGC:115069 IMAGE:3404671	71679875	+	0	3829	87	1452	1	0	3829,
28279855	nuclear matrix protein NMP200 related to splicing factor PRP19	28279855	+	0	2835	128	1643	1	0	2835,
50415135	MGC81469 protein	50415135	+	0	3897	141	1614	1	0	3897,
28981302	MIF4G domain-containing protein-B	28981302	+	0	2511	72	744	1	0	2511,
56788942	hypothetical LOC496238	56788942	+	0	1875	254	1814	1	0	1875,
50415430	apoptosis inhibitor 5	50415430	+	0	2398	55	1630	1	0	2398,
49116993	XK-related protein 7	49116993	+	0	3905	370	1456	1	0	3905,
19879442	connexin 31 mRNA	19879442	+	0	889	21	828	1	0	889,
56269986	hypothetical LOC496026	56269986	+	0	1335	57	1188	1	0	1335,
56270501	hypothetical LOC496101	56270501	+	0	868	170	647	1	0	868,
51950294	MGC84790 protein	51950294	+	0	1233	211	1072	1	0	1233,
30039224	Rae1/Gle2 (Rae1/Gle2) mRNA	30039224	+	0	1874	418	1525	1	0	1874,
54647630	hypothetical LOC495456	54647630	+	0	1905	257	1673	1	0	1905,
63332568	MRF4a mRNA	63332568	+	0	1650	81	804	1	0	1650,
169657388	TMEM16a mRNA	169657388	+	0	5192	214	3154	1	0	5192,
3037088	insulin-like growth factor-1 receptor precursor	3037088	+	0	4868	107	4184	1	0	4868,
122936423	hypothetical protein LOC100037094	122936423	+	0	1082	21	591	1	0	1082,
46250321	hypothetical protein MGC81269	46250321	+	0	1490	152	1322	1	0	1490,
47123856	hypothetical protein MGC81129	47123856	+	0	1698	116	1442	1	0	1698,
38014740	hypothetical protein MGC68580	38014740	+	0	1090	103	592	1	0	1090,
33417141	hypothetical protein MGC69074	33417141	+	0	2155	367	1705	1	0	2155,
124481899	hypothetical protein LOC100037131	124481899	+	0	2965	54	753	1	0	2965,
49256033	MGC81273 protein	49256033	+	0	2124	410	1658	1	0	2124,
32450183	glucose-6-phosphatase	32450183	+	0	1658	77	1151	1	0	1658,
49258045	MGC84260 protein	49258045	+	0	1647	50	1283	1	0	1647,
32450139	protein kinase	32450139	+	0	1178	65	881	1	0	1178,
71679864	hypothetical protein MGC114836	71679864	+	0	2303	87	882	1	0	2303,
51950056	cDNA clone MGC:84437 IMAGE:7019657	51950056	+	0	1978	128	749	1	0	1978,
56269131	hypothetical LOC495970	56269131	+	0	2076	160	1915	1	0	2076,
28277321	similar to hydroxysteroid (17-beta) dehydrogenase 5	28277321	+	0	1194	23	998	1	0	1194,
52139073	hypothetical LOC494657	52139073	+	0	3441	216	1158	1	0	3441,
28374401	similar to serum-inducible kinase	28374401	+	0	2676	39	2031	1	0	2676,
51593224	MGC85576 protein	51593224	+	0	1420	175	1159	1	0	1420,
58177730	oocyte antigen mRNA	58177730	+	0	860	43	292	1	0	860,
76780320	DNA polymerase beta	76780320	+	0	1403	244	1249	1	0	1403,
51950178	MGC83681 protein	51950178	+	0	2133	102	1314	1	0	2133,
80477184	hypothetical protein MGC131041	80477184	+	0	1372	129	1263	1	0	1372,
2149835	atonal homolog 5a (Xath5a) mRNA	2149835	+	0	2124	206	623	1	0	2124,
83405080	blood island enriched kruppel like factor	83405080	+	0	2125	172	1351	1	0	2125,
156124970	insuloma-associated 1 mRNA	156124970	+	0	3321	159	1461	1	0	3321,
56541146	hypothetical LOC496161	56541146	+	0	1273	11	992	1	0	1273,
50603794	glutaryl-Coenzyme A dehydrogenase	50603794	+	0	1639	45	1368	1	0	1639,
115528797	hypothetical protein LOC100158343	115528797	+	0	2357	309	1623	1	0	2357,
296396361	cytoplasmic polyadenylation element binding protein 4 mRNA	296396361	+	0	2728	0	2115	1	0	2728,
49903638	MGC81268 protein	49903638	+	0	2178	62	1514	1	0	2178,
54311388	hypothetical LOC495338	54311388	+	0	1918	149	1271	1	0	1918,
