Database of representative transcript models for protein-coding genes in S. pombe and for the poly(A)-tail length standards.
Transcript models are from Pombase.
Coordinates of S. pombe genes are based on the ASM294v2.21 genome assembly.
TranscriptID	TranscriptID	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
SPBC691.01.1	SPBC691.01.1	chr2	+	1420380	1421900	1420541	1421783	6	1420380,1420751,1420854,1421011,1421229,1421440,	1420671,1420802,1420950,1421168,1421391,1421900,
SPBC691.02c.1	SPBC691.02c.1	chr2	-	1420524	1424023	1421872	1423909	1	1420524,	1424023,
SPBC691.03c.1	SPBC691.03c.1	chr2	-	1424227	1427471	1424669	1427306	1	1424227,	1427471,
SPBC691.04.1	SPBC691.04.1	chr2	+	1428699	1430679	1428788	1430396	1	1428699,	1430679,
SPBC691.05c.1	SPBC691.05c.1	chr2	-	1430518	1432984	1430754	1432890	2	1430518,1432359,	1432230,1432984,
SPBC6B1.02.1	SPBC6B1.02.1	chr2	+	2627270	2630878	2627593	2630455	1	2627270,	2630878,
SPBC6B1.03c.1	SPBC6B1.03c.1	chr2	-	2630833	2632018	2631041	2631967	3	2630833,2631435,2631871,	2631394,2631805,2632018,
SPBC6B1.04.1	SPBC6B1.04.1	chr2	+	2632698	2635971	2633024	2634290	1	2632698,	2635971,
SPBC6B1.05c.1	SPBC6B1.05c.1	chr2	-	2634226	2636702	2634388	2636594	7	2634226,2634733,2635196,2635412,2635882,2636256,2636403,	2634692,2635158,2635352,2635847,2636215,2636362,2636702,
SPBC6B1.06c.1	SPBC6B1.06c.1	chr2	-	2637328	2640099	2637612	2640009	2	2637328,2639913,	2639844,2640099,
SPBC6B1.07.1	SPBC6B1.07.1	chr2	+	2641903	2644897	2641989	2644710	1	2641903,	2644897,
SPBC6B1.08c.1	SPBC6B1.08c.1	chr2	-	2644725	2646729	2645045	2646593	1	2644725,	2646729,
SPBC6B1.09c.1	SPBC6B1.09c.1	chr2	-	2648576	2651029	2648744	2650914	7	2648576,2649054,2650265,2650384,2650637,2650764,2650877,	2649008,2650223,2650345,2650533,2650726,2650818,2651029,
SPBC6B1.10.1	SPBC6B1.10.1	chr2	+	2651043	2659395	2651645	2653484	6	2651043,2651544,2651797,2652601,2653260,2653347,	2651500,2651756,2652562,2653217,2653308,2659395,
SPBC6B1.12c.1	SPBC6B1.12c.1	chr2	-	2647668	2648597	2648069	2648464	2	2647668,2648384,	2648316,2648597,
SPBC713.02c.1	SPBC713.02c.1	chr2	-	866270	870314	866539	870082	3	866270,869939,870079,	869835,870030,870314,
SPBC713.03.1	SPBC713.03.1	chr2	+	871168	873408	871545	873173	2	871168,873156,	873109,873408,
SPBC713.04c.1	SPBC713.04c.1	chr2	-	873264	876158	873357	875922	1	873264,	876158,
SPBC713.05.1	SPBC713.05.1	chr2	+	876115	877468	876349	877371	4	876115,876740,876820,877018,	876695,876777,876978,877468,
SPBC713.06.1	SPBC713.06.1	chr2	+	877401	882319	877503	879828	1	877401,	882319,
SPBC713.07c.1	SPBC713.07c.1	chr2	-	878396	882180	879918	881652	1	878396,	882180,
SPBC713.08.1	SPBC713.08.1	chr2	+	882252	883915	882459	882675	1	882252,	883915,
SPBC713.09.1	SPBC713.09.1	chr2	+	884899	886313	884958	886187	2	884899,885041,	885000,886313,
SPBC713.10.1	SPBC713.10.1	chr2	+	886480	887647	886615	887067	2	886480,886729,	886664,887647,
SPBC713.11c.1	SPBC713.11c.1	chr2	-	887572	888695	887998	888542	2	887572,888512,	888142,888695,
SPBC713.12.1	SPBC713.12.1	chr2	+	892161	894361	892678	894052	1	892161,	894361,
SPBC713.13.1	SPBC713.13.1	chr2	-	889556	891152	890219	890546	1	889556,	891152,
SPBC725.01.1	SPBC725.01.1	chr2	+	1200563	1203137	1200660	1201974	1	1200563,	1203137,
SPBC725.02.1	SPBC725.02.1	chr2	+	1203083	1206773	1203756	1204644	1	1203083,	1206773,
SPBC725.03.1	SPBC725.03.1	chr2	+	1206966	1208271	1207039	1207813	1	1206966,	1208271,
SPBC725.04.1	SPBC725.04.1	chr2	+	1208654	1210856	1208964	1210722	2	1208654,1210677,	1210626,1210856,
SPBC725.05c.1	SPBC725.05c.1	chr2	-	1210790	1212428	1210894	1212352	1	1210790,	1212428,
SPBC725.06c.1	SPBC725.06c.1	chr2	-	1212689	1216671	1212822	1215921	1	1212689,	1216671,
SPBC725.07.1	SPBC725.07.1	chr2	+	1216691	1219244	1217018	1218815	1	1216691,	1219244,
SPBC725.08.1	SPBC725.08.1	chr2	+	1219359	1221590	1219508	1221515	4	1219359,1219624,1219786,1219888,	1219572,1219732,1219817,1221590,
SPBC725.09c.1	SPBC725.09c.1	chr2	-	1221743	1223295	1222359	1223196	2	1221743,1223148,	1223106,1223295,
SPBC725.10.1	SPBC725.10.1	chr2	+	1224479	1226219	1224973	1225995	4	1224479,1224702,1224952,1225968,	1224638,1224739,1225441,1226219,
SPBC725.11c.1	SPBC725.11c.1	chr2	-	1224942	1227026	1225909	1226914	1	1224942,	1227026,
SPBC725.12.1	SPBC725.12.1	chr2	+	1227761	1228307	1227761	1228307	3	1227761,1227925,1228165,	1227876,1228094,1228307,
SPBC725.13c.1	SPBC725.13c.1	chr2	-	1228147	1229239	1228475	1229027	1	1228147,	1229239,
SPBC725.14.1	SPBC725.14.1	chr2	+	1229152	1230915	1229290	1230793	1	1229152,	1230915,
SPBC725.15.1	SPBC725.15.1	chr2	+	1231040	1232358	1231078	1231726	1	1231040,	1232358,
SPBC725.16.1	SPBC725.16.1	chr2	+	1232587	1235587	1233334	1235375	2	1232587,1233687,	1233560,1235587,
SPBC725.17c.1	SPBC725.17c.1	chr2	-	1235504	1236505	1235650	1236367	2	1235504,1236010,	1235896,1236505,
SPBC776.01.1	SPBC776.01.1	chr2	+	3172322	3172696	3172322	3172561	2	3172322,3172402,	3172349,3172696,
SPBC776.02c.1	SPBC776.02c.1	chr2	-	3173164	3175376	3173718	3175098	2	3173164,3175046,	3174650,3175376,
SPBC776.03.1	SPBC776.03.1	chr2	+	3176668	3177967	3176693	3177893	2	3176668,3176802,	3176733,3177967,
SPBC776.04.1	SPBC776.04.1	chr2	+	3178559	3181338	3178612	3181169	4	3178559,3178692,3178913,3179106,	3178643,3178864,3178945,3181338,
SPBC776.05.1	SPBC776.05.1	chr2	+	3181708	3183754	3182004	3183521	7	3181708,3182235,3182583,3182691,3182859,3183168,3183417,	3182184,3182507,3182653,3182816,3183120,3183368,3183754,
SPBC776.06c.1	SPBC776.06c.1	chr2	-	3183641	3186195	3183675	3185602	2	3183641,3183826,	3183771,3186195,
SPBC776.07.1	SPBC776.07.1	chr2	+	3186347	3187470	3186433	3187362	2	3186347,3186875,	3186756,3187470,
SPBC776.08c.1	SPBC776.08c.1	chr2	-	3187471	3191140	3187741	3191086	2	3187471,3191035,	3190984,3191140,
SPBC776.09.1	SPBC776.09.1	chr2	+	3191318	3193807	3191547	3193102	3	3191318,3191701,3191802,	3191655,3191751,3193807,
SPBC776.10c.1	SPBC776.10c.1	chr2	-	3193252	3195791	3193433	3195569	3	3193252,3194294,3195308,	3194238,3195256,3195791,
SPBC776.11.1	SPBC776.11.1	chr2	+	3196403	3197059	3196490	3196937	1	3196403,	3197059,
SPBC776.12c.1	SPBC776.12c.1	chr2	-	3197059	3199233	3197330	3198975	3	3197059,3197842,3198746,	3197779,3198688,3199233,
SPBC776.13.1	SPBC776.13.1	chr2	+	3200080	3203986	3200137	3203775	3	3200080,3200322,3200492,	3200252,3200401,3203986,
SPBC776.14.1	SPBC776.14.1	chr2	+	3204344	3208235	3204447	3206759	10	3204344,3205476,3205600,3205672,3205748,3205871,3206152,3206344,3206600,3206716,	3205431,3205546,3205628,3205700,3205832,3206111,3206299,3206551,3206668,3208235,
SPBC776.15c.1	SPBC776.15c.1	chr2	-	3206575	3208717	3206868	3208579	3	3206575,3208094,3208458,	3208034,3208166,3208717,
SPBC776.16.1	SPBC776.16.1	chr2	+	3209352	3211163	3210021	3210783	2	3209352,3209461,	3209399,3211163,
SPBC776.17.1	SPBC776.17.1	chr2	+	3211304	3212274	3211352	3212117	2	3211304,3211749,	3211701,3212274,
SPBC776.18c.1	SPBC776.18c.1	chr2	-	3211190	3213737	3212330	3213550	6	3211190,3212527,3213041,3213165,3213366,3213522,	3212472,3212996,3213115,3213305,3213470,3213737,
SPBC800.02.1	SPBC800.02.1	chr2	+	253147	253984	253147	253984	2	253147,253309,	253231,253984,
SPBC800.03.1	SPBC800.03.1	chr2	+	254714	257138	254821	256885	1	254714,	257138,
SPBC800.04c.1	SPBC800.04c.1	chr2	-	259505	260025	259576	259961	2	259505,259804,	259704,260025,
SPBC800.05c.1	SPBC800.05c.1	chr2	-	260308	262185	260724	262074	1	260308,	262185,
SPBC800.06.1	SPBC800.06.1	chr2	+	262561	263669	262762	263650	1	262561,	263669,
SPBC800.07c.1	SPBC800.07c.1	chr2	-	263801	266793	263914	264814	1	263801,	266793,
SPBC800.08.1	SPBC800.08.1	chr2	+	265304	267229	265373	266898	2	265304,265604,	265468,267229,
SPBC800.09.1	SPBC800.09.1	chr2	+	267458	269408	267489	268954	4	267458,267580,267677,267967,	267542,267639,267859,269408,
SPBC800.10c.1	SPBC800.10c.1	chr2	-	270447	274542	270986	274337	1	270447,	274542,
SPBC800.11.1	SPBC800.11.1	chr2	+	275387	277238	275906	277076	1	275387,	277238,
SPBC800.12c.1	SPBC800.12c.1	chr2	-	277940	279285	278246	278758	4	277940,278529,278650,279165,	278488,278593,279121,279285,
SPBC800.13.1	SPBC800.13.1	chr2	+	279320	281247	279663	281103	1	279320,	281247,
SPBC800.14c.1	SPBC800.14c.1	chr2	-	269635	270292	269706	270189	1	269635,	270292,
SPBC83.01.1	SPBC83.01.1	chr2	+	1510189	1513963	1510580	1513363	4	1510189,1510880,1511049,1513333,	1510730,1511004,1513235,1513963,
SPBC83.02c.1	SPBC83.02c.1	chr2	-	1513329	1513749	1513392	1513739	2	1513329,1513582,	1513520,1513749,
SPBC83.03c.1	SPBC83.03c.1	chr2	-	1514005	1516211	1514478	1516128	1	1514005,	1516211,
SPBC83.04.1	SPBC83.04.1	chr2	+	1516680	1517574	1516726	1517204	2	1516680,1516901,	1516834,1517574,
SPBC83.05.1	SPBC83.05.1	chr2	+	1517507	1520101	1517667	1519989	1	1517507,	1520101,
SPBC83.06c.1	SPBC83.06c.1	chr2	-	1520029	1520699	1520211	1520490	1	1520029,	1520699,
SPBC83.07.1	SPBC83.07.1	chr2	+	1520727	1523695	1521270	1523585	2	1520727,1521443,	1521387,1523695,
SPBC83.08.1	SPBC83.08.1	chr2	+	1523926	1525726	1524006	1525505	2	1523926,1524156,	1524055,1525726,
SPBC83.09c.1	SPBC83.09c.1	chr2	-	1525576	1527155	1525692	1526965	2	1525576,1526847,	1526801,1527155,
SPBC83.10.1	SPBC83.10.1	chr2	+	1527615	1528831	1527905	1528475	1	1527615,	1528831,
SPBC83.11.1	SPBC83.11.1	chr2	+	1529061	1531442	1529219	1530631	2	1529061,1529376,	1529314,1531442,
SPBC83.12.1	SPBC83.12.1	chr2	+	1531634	1532788	1532017	1532503	1	1531634,	1532788,
SPBC83.13.1	SPBC83.13.1	chr2	+	1533248	1534551	1533302	1534184	1	1533248,	1534551,
SPBC83.14c.1	SPBC83.14c.1	chr2	-	1534420	1536292	1534775	1536055	3	1534420,1535606,1535860,	1535464,1535799,1536292,
SPBC83.15.1	SPBC83.15.1	chr2	+	1536802	1538567	1536898	1538454	5	1536802,1536987,1537266,1537867,1538087,	1536938,1537106,1537806,1537965,1538567,
SPBC83.16c.1	SPBC83.16c.1	chr2	-	1538635	1541448	1538800	1540492	1	1538635,	1541448,
SPBC83.17.1	SPBC83.17.1	chr2	+	1542502	1543222	1542598	1543045	1	1542502,	1543222,
SPBC83.18c.1	SPBC83.18c.1	chr2	-	1543491	1544843	1543894	1544766	2	1543491,1544718,	1544665,1544843,
SPBC83.19c.1	SPBC83.19c.1	chr2	-	1541451	1541903	1541451	1541811	1	1541451,	1541903,
SPBC839.02.1	SPBC839.02.1	chr2	+	597309	599334	597610	599334	2	597309,599255,	599124,599334,
SPBC839.03c.1	SPBC839.03c.1	chr2	-	599278	600645	599427	600183	2	599278,600605,	600529,600645,
SPBC839.04.1	SPBC839.04.1	chr2	+	601208	602186	601280	602042	1	601208,	602186,
SPBC839.05c.1	SPBC839.05c.1	chr2	-	603507	604436	603703	604377	2	603507,604374,	604096,604436,
SPBC839.06.1	SPBC839.06.1	chr2	+	607213	611989	608170	611284	1	607213,	611989,
SPBC839.07.1	SPBC839.07.1	chr2	+	612455	613319	612669	613086	1	612455,	613319,
SPBC839.08c.1	SPBC839.08c.1	chr2	-	613330	616647	613506	616466	2	613330,616315,	616163,616647,
SPBC839.09c.1	SPBC839.09c.1	chr2	-	617190	618244	617678	618138	2	617190,618062,	617968,618244,
SPBC839.10.1	SPBC839.10.1	chr2	+	618348	620884	618353	620539	3	618348,618421,620308,	618372,620259,620884,
SPBC839.11c.1	SPBC839.11c.1	chr2	-	618427	621873	620634	621603	1	618427,	621873,
SPBC839.12.1	SPBC839.12.1	chr2	+	621882	623102	622331	622964	1	621882,	623102,
SPBC839.13c.1	SPBC839.13c.1	chr2	-	623322	624091	623399	624039	2	623322,623998,	623952,624091,
SPBC839.14c.1	SPBC839.14c.1	chr2	-	624425	625197	624425	625197	2	624425,625156,	625101,625197,
SPBC839.15c.1	SPBC839.15c.1	chr2	-	626003	627556	626105	627488	1	626003,	627556,
SPBC839.16.1	SPBC839.16.1	chr2	+	627933	631710	628029	631171	3	627933,628114,628537,	628064,628259,631710,
SPBC839.17c.1	SPBC839.17c.1	chr2	-	631696	632706	631841	632642	5	631696,631928,632247,632395,632615,	631881,632142,632267,632433,632706,
SPBC839.19.1	SPBC839.19.1	chr2	-	604417	604920	604417	604920	2	604417,604732,	604577,604920,
SPBC839.20.1	SPBC839.20.1	chr2	+	603313	603556	603313	603556	1	603313,	603556,
SPBC887.01.1	SPBC887.01.1	chr2	+	3540096	3540887	3540221	3540758	1	3540096,	3540887,
SPBC887.02.1	SPBC887.02.1	chr2	+	3541020	3546032	3541261	3543516	3	3541020,3541502,3543405,	3541391,3543352,3546032,
SPBC887.03c.1	SPBC887.03c.1	chr2	-	3543321	3545997	3543669	3545958	2	3543321,3545847,	3545802,3545997,
SPBC887.04c.1	SPBC887.04c.1	chr2	-	3546127	3548655	3546237	3548505	3	3546127,3548219,3548457,	3548174,3548391,3548655,
SPBC887.05c.1	SPBC887.05c.1	chr2	-	3548810	3549913	3549137	3549881	2	3548810,3549876,	3549786,3549913,
SPBC887.06c.1	SPBC887.06c.1	chr2	-	3549994	3550817	3550019	3550635	4	3549994,3550184,3550436,3550551,	3550104,3550381,3550502,3550817,
SPBC887.07.1	SPBC887.07.1	chr2	+	3551266	3551891	3551317	3551834	3	3551266,3551432,3551553,	3551389,3551490,3551891,
SPBC887.08.1	SPBC887.08.1	chr2	+	3551929	3552732	3552117	3552550	2	3551929,3552301,	3552243,3552732,
SPBC887.09c.1	SPBC887.09c.1	chr2	-	3552679	3555688	3552821	3555482	1	3552679,	3555688,
SPBC887.10.1	SPBC887.10.1	chr2	+	3557089	3559137	3557273	3558842	1	3557089,	3559137,
SPBC887.11.1	SPBC887.11.1	chr2	+	3559269	3561112	3559395	3560788	2	3559269,3560721,	3560684,3561112,
SPBC887.12.1	SPBC887.12.1	chr2	+	3561653	3565982	3561886	3565663	1	3561653,	3565982,
SPBC887.13c.1	SPBC887.13c.1	chr2	-	3565748	3567518	3565823	3567187	3	3565748,3566040,3566866,	3565994,3566829,3567518,
SPBC887.14c.1	SPBC887.14c.1	chr2	-	3567592	3570555	3567729	3570188	2	3567592,3568933,	3568892,3570555,
SPBC887.15c.1	SPBC887.15c.1	chr2	-	3570848	3572677	3571379	3572261	1	3570848,	3572677,
SPBC887.16.1	SPBC887.16.1	chr2	+	3574868	3575250	3574920	3575250	1	3574868,	3575250,
SPBC887.17.1	SPBC887.17.1	chr2	+	3575419	3578114	3576031	3577909	1	3575419,	3578114,
SPBC887.18c.1	SPBC887.18c.1	chr2	-	3578032	3579743	3578224	3579455	4	3578032,3578818,3578969,3579238,	3578700,3578918,3579196,3579743,
SPBC887.19.1	SPBC887.19.1	chr2	+	3580144	3583740	3580334	3581918	1	3580144,	3583740,
SPBC887.22.1	SPBC887.22.1	chr2	+	3537088	3538112	3537088	3537425	3	3537088,3537217,3537359,	3537172,3537304,3538112,
SPBC8D2.01.1	SPBC8D2.01.1	chr2	+	1358543	1361020	1358691	1360439	3	1358543,1358743,1359482,	1358698,1358925,1361020,
SPBC8D2.02c.1	SPBC8D2.02c.1	chr2	-	1360988	1363295	1361215	1361936	4	1360988,1361663,1361843,1362460,	1361510,1361788,1362338,1363295,
SPBC8D2.03c.1	SPBC8D2.03c.1	chr2	-	1364188	1365043	1364511	1364823	1	1364188,	1365043,
SPBC8D2.04.1	SPBC8D2.04.1	chr2	+	1365040	1365818	1365157	1365568	1	1365040,	1365818,
SPBC8D2.05c.1	SPBC8D2.05c.1	chr2	-	1366094	1368875	1366215	1368793	2	1366094,1368723,	1368668,1368875,
SPBC8D2.06.1	SPBC8D2.06.1	chr2	+	1369013	1372569	1369157	1372352	1	1369013,	1372569,
SPBC8D2.07c.1	SPBC8D2.07c.1	chr2	-	1372487	1375055	1372609	1374935	4	1372487,1374537,1374683,1374827,	1374338,1374625,1374780,1375055,
SPBC8D2.09c.1	SPBC8D2.09c.1	chr2	-	1374988	1375756	1375312	1375721	2	1374988,1375493,	1375420,1375756,
SPBC8D2.10c.1	SPBC8D2.10c.1	chr2	-	1375888	1379351	1376340	1378365	3	1375888,1377813,1378223,	1377734,1377909,1379351,
SPBC8D2.11.1	SPBC8D2.11.1	chr2	+	1378385	1380215	1379591	1379960	1	1378385,	1380215,
SPBC8D2.12c.1	SPBC8D2.12c.1	chr2	-	1380043	1381896	1380297	1381599	3	1380043,1381079,1381499,	1381015,1381143,1381896,
SPBC8D2.13.1	SPBC8D2.13.1	chr2	+	1382001	1385138	1382123	1383706	5	1382001,1382240,1382397,1382770,1383558,	1382198,1382308,1382725,1383507,1385138,
SPBC8D2.14c.1	SPBC8D2.14c.1	chr2	-	1381909	1385162	1384007	1385028	2	1381909,1384829,	1384738,1385162,
SPBC8D2.15.1	SPBC8D2.15.1	chr2	+	1385495	1387679	1386297	1387451	3	1385495,1386227,1386386,	1386172,1386345,1387679,
SPBC8D2.16c.1	SPBC8D2.16c.1	chr2	-	1386311	1389186	1387746	1388737	2	1386311,1388611,	1388568,1389186,
SPBC8D2.17.1	SPBC8D2.17.1	chr2	+	1389534	1391667	1390182	1391222	2	1389534,1391146,	1391093,1391667,
SPBC8D2.18c.1	SPBC8D2.18c.1	chr2	-	1391438	1393012	1391666	1392968	1	1391438,	1393012,
SPBC8D2.19.1	SPBC8D2.19.1	chr2	+	1393453	1395312	1393453	1395312	3	1393453,1393646,1393854,	1393600,1393721,1395312,
SPBC8D2.20c.1	SPBC8D2.20c.1	chr2	-	1393344	1399676	1395833	1399508	1	1393344,	1399676,
SPBC8D2.23.1	SPBC8D2.23.1	chr2	+	1378509	1378770	1378509	1378770	1	1378509,	1378770,
SPBC8E4.01c.1	SPBC8E4.01c.1	chr2	+	4444124	4446200	4444251	4445970	1	4444124,	4446200,
SPBC8E4.02c.1	SPBC8E4.02c.1	chr2	+	4442573	4444191	4443154	4443544	1	4442573,	4444191,
SPBC8E4.03.1	SPBC8E4.03.1	chr2	-	4434193	4435868	4434366	4435608	1	4434193,	4435868,
SPBC8E4.04.1	SPBC8E4.04.1	chr2	-	4432246	4433501	4432417	4433395	1	4432246,	4433501,
SPBC8E4.05c.1	SPBC8E4.05c.1	chr2	+	4430180	4431679	4430189	4431533	1	4430180,	4431679,
SPBC8E4.12c.1	SPBC8E4.12c.1	chr2	-	4441339	4441609	4441339	4441609	1	4441339,	4441609,
SPBC902.02c.1	SPBC902.02c.1	chr2	-	483877	486999	483948	486960	3	483877,484361,484572,	484312,484492,486999,
SPBC902.03.1	SPBC902.03.1	chr2	+	487883	489600	488229	488772	1	487883,	489600,
SPBC902.04.1	SPBC902.04.1	chr2	+	489822	492221	489881	491833	4	489822,489949,490077,491674,	489911,489987,491620,492221,
SPBC902.05c.1	SPBC902.05c.1	chr2	-	491873	493812	492161	493655	5	491873,492318,493237,493333,493583,	492268,493083,493286,493480,493812,
SPBC902.06.1	SPBC902.06.1	chr2	+	494591	496423	494741	495935	2	494591,496128,	496011,496423,
SPBC947.01.1	SPBC947.01.1	chr2	-	679902	682675	680548	682626	3	679902,680813,681270,	680766,681222,682675,
SPBC947.02.1	SPBC947.02.1	chr2	-	676632	679966	677582	679634	1	676632,	679966,
SPBC947.03c.1	SPBC947.03c.1	chr2	+	676628	679324	676628	677127	2	676628,677056,	676908,679324,
SPBC947.04.1	SPBC947.04.1	chr2	-	669580	673842	669739	672661	1	669580,	673842,
SPBC947.05c.1	SPBC947.05c.1	chr2	+	667124	668819	667124	668819	1	667124,	668819,
SPBC947.06c.1	SPBC947.06c.1	chr2	+	661587	665070	662939	664436	1	661587,	665070,
SPBC947.07.1	SPBC947.07.1	chr2	-	660283	661497	660383	661085	1	660283,	661497,
SPBC947.08c.1	SPBC947.08c.1	chr2	+	658623	660231	659084	660101	1	658623,	660231,
SPBC947.09.1	SPBC947.09.1	chr2	-	656116	657873	656322	657108	1	656116,	657873,
SPBC947.10.1	SPBC947.10.1	chr2	-	652949	655450	653090	655246	2	652949,653431,	653363,655450,
SPBC947.11c.1	SPBC947.11c.1	chr2	+	649864	652980	649979	652833	3	649864,651608,652499,	651564,652452,652980,
SPBC947.12.1	SPBC947.12.1	chr2	-	646935	649028	647506	648989	3	646935,648136,648926,	648070,648883,649028,
SPBC947.13.1	SPBC947.13.1	chr2	-	644832	646781	645219	646578	1	644832,	646781,
SPBC947.14c.1	SPBC947.14c.1	chr2	+	644119	645012	644290	644669	2	644119,644546,	644479,645012,
SPBC947.15c.1	SPBC947.15c.1	chr2	+	641284	643906	641685	643341	1	641284,	643906,
SPBC9B6.02c.1	SPBC9B6.02c.1	chr2	-	1812747	1816780	1812747	1816749	1	1812747,	1816780,
SPBC9B6.03.1	SPBC9B6.03.1	chr2	+	1817453	1819848	1818276	1819158	1	1817453,	1819848,
SPBC9B6.04c.1	SPBC9B6.04c.1	chr2	-	1819755	1821476	1820038	1821409	2	1819755,1821274,	1821223,1821476,
SPBC9B6.05c.1	SPBC9B6.05c.1	chr2	-	1821459	1822754	1822125	1822673	5	1821459,1822264,1822433,1822521,1822655,	1822163,1822379,1822451,1822614,1822754,
SPBC9B6.06.1	SPBC9B6.06.1	chr2	+	1822935	1823957	1822935	1823700	1	1822935,	1823957,
SPBC9B6.07.1	SPBC9B6.07.1	chr2	+	1824517	1825623	1824561	1825497	4	1824517,1824648,1824812,1825283,	1824604,1824756,1825101,1825623,
SPBC9B6.08.1	SPBC9B6.08.1	chr2	+	1827127	1828198	1827162	1827852	1	1827127,	1828198,
SPBC9B6.09c.1	SPBC9B6.09c.1	chr2	-	1828455	1831060	1828659	1830840	1	1828455,	1831060,
SPBC9B6.10.1	SPBC9B6.10.1	chr2	+	1831061	1833130	1831188	1833020	4	1831061,1831271,1831627,1831680,	1831211,1831298,1831638,1833130,
SPBC9B6.11c.1	SPBC9B6.11c.1	chr2	-	1831375	1834883	1833166	1834804	2	1831375,1834578,	1834449,1834883,
SPBCPT2R1.01c.1	SPBCPT2R1.01c.1	chr2	-	4506516	4507540	4506605	4507473	2	4506516,4506983,	4506925,4507540,
SPBCPT2R1.02.1	SPBCPT2R1.02.1	chr2	+	4508449	4508809	4508449	4508809	1	4508449,	4508809,
SPBCPT2R1.03.1	SPBCPT2R1.03.1	chr2	+	4512230	4512620	4512230	4512620	1	4512230,	4512620,
SPBCPT2R1.04c.1	SPBCPT2R1.04c.1	chr2	-	4513400	4514815	4513700	4514601	2	4513400,4514111,	4514053,4514815,
SPBCPT2R1.05c.1	SPBCPT2R1.05c.1	chr2	-	4515202	4515379	4515379	4515379	1	4515202,	4515379,
SPBCPT2R1.06c.1	SPBCPT2R1.06c.1	chr2	-	4519771	4520391	4520391	4520391	2	4519771,4520110,	4520108,4520391,
SPBCPT2R1.07c.1	SPBCPT2R1.07c.1	chr2	-	4523273	4524970	4524970	4524970	1	4523273,	4524970,
SPBCPT2R1.08c.1	SPBCPT2R1.08c.1	chr2	+	4526884	4532899	4526884	4532644	1	4526884,	4532899,
SPBCPT2R1.10.1	SPBCPT2R1.10.1	chr2	+	4526224	4526884	4526884	4526884	1	4526224,	4526884,
SPBP16F5.02.1	SPBP16F5.02.1	chr2	+	1892960	1894408	1893155	1894262	3	1892960,1893514,1893640,	1893428,1893588,1894408,
SPBP16F5.03c.1	SPBP16F5.03c.1	chr2	-	1894349	1905532	1894432	1905532	1	1894349,	1905532,
SPBP16F5.04.1	SPBP16F5.04.1	chr2	+	1905711	1907025	1905798	1906744	3	1905711,1906383,1906490,	1905987,1906441,1907025,
SPBP16F5.05c.1	SPBP16F5.05c.1	chr2	-	1907024	1907808	1907231	1907672	1	1907024,	1907808,
SPBP16F5.06.1	SPBP16F5.06.1	chr2	+	1907889	1909994	1908131	1909568	1	1907889,	1909994,
SPBP16F5.07.1	SPBP16F5.07.1	chr2	+	1910123	1911815	1910179	1911683	4	1910123,1910316,1910492,1911218,	1910241,1910422,1911140,1911815,
SPBP16F5.08c.1	SPBP16F5.08c.1	chr2	-	1911886	1914584	1912135	1913479	1	1911886,	1914584,
SPBP18G5.02.1	SPBP18G5.02.1	chr2	+	2401677	2403432	2401752	2403394	3	2401677,2402274,2403137,	2402237,2403041,2403432,
SPBP18G5.03.1	SPBP18G5.03.1	chr2	+	2403508	2405332	2403580	2404915	2	2403508,2403745,	2403703,2405332,
SPBP19A11.01.1	SPBP19A11.01.1	chr2	+	2848334	2849481	2848522	2849032	1	2848334,	2849481,
SPBP19A11.02c.1	SPBP19A11.02c.1	chr2	-	2849543	2850810	2849579	2850314	1	2849543,	2850810,
SPBP19A11.03c.1	SPBP19A11.03c.1	chr2	-	2851120	2854100	2851329	2854052	2	2851120,2853914,	2853867,2854100,
SPBP19A11.04c.1	SPBP19A11.04c.1	chr2	-	2854314	2861544	2854649	2861240	1	2854314,	2861544,
SPBP19A11.06.1	SPBP19A11.06.1	chr2	+	2863783	2868411	2863814	2868356	1	2863783,	2868411,
SPBP19A11.07c.1	SPBP19A11.07c.1	chr2	-	2868412	2871156	2868452	2870871	9	2868412,2868819,2869030,2869285,2869940,2870071,2870243,2870732,2870851,	2868779,2868986,2869250,2869888,2870029,2870193,2870695,2870799,2871156,
SPBP22H7.02c.1	SPBP22H7.02c.1	chr2	-	1433224	1436127	1433411	1435913	1	1433224,	1436127,
SPBP22H7.03.1	SPBP22H7.03.1	chr2	+	1436248	1437475	1436277	1436823	1	1436248,	1437475,
SPBP22H7.04.1	SPBP22H7.04.1	chr2	+	1437966	1440557	1438066	1438834	2	1437966,1439292,	1439246,1440557,
SPBP22H7.05c.1	SPBP22H7.05c.1	chr2	-	1438541	1442780	1438966	1442572	1	1438541,	1442780,
SPBP22H7.06.1	SPBP22H7.06.1	chr2	+	1443882	1445931	1444564	1445673	5	1443882,1444650,1444777,1445020,1445473,	1444596,1444675,1444846,1445387,1445931,
SPBP22H7.07.1	SPBP22H7.07.1	chr2	+	1446021	1447735	1446111	1447533	1	1446021,	1447735,
SPBP22H7.08.1	SPBP22H7.08.1	chr2	+	1447951	1448544	1448007	1448499	2	1447951,1448131,	1448083,1448544,
SPBP22H7.09c.1	SPBP22H7.09c.1	chr2	-	1448814	1450155	1448814	1450155	3	1448814,1449656,1449848,	1449603,1449790,1450155,
